Multiplier,SSIM,Cost function
mul9444,0.9688342110872936,2734.531907715001
mul3444,0.9678638534209072,2690.956150664401
mul4444,0.962714892240077,2679.016233600001
mul1444,0.950492714152798,2747.032324920001
mul4143,0.9071062422352284,2759.1244938180007
mul4144,0.9052223768694873,2747.032324920001
mul4194,0.9004371636171925,2803.247220634201
mul9999,0.9955811432201532,2904.453409176001
mul9989,0.9955405756957912,2921.986959258601
mul9929,0.993537847412516,2907.090599049001
mul9922,0.9917352392999766,2909.6308117440008
mul9994,0.990071367123288,2847.2504955030013
mul2994,0.9878704535796486,2849.835955140001
mul4999,0.9866774048735842,2847.2504955030013
mul4929,0.9861666467616422,2849.835955140001
mul2933,0.9852165011007102,2817.5670479142004
mul2943,0.9836219838403044,2805.343941067201
mul4994,0.9827700131066271,2790.609995016001
mul4924,0.9819215450065316,2793.143724417001
mul4949,0.9786678121945338,2790.609995016001
mul9944,0.9757953311118056,2790.609995016001
mul4943,0.9734401289156276,2746.5897323232007
mul4944,0.97244999947601,2734.531907715001
mul4934,0.9672956732350224,2746.5897323232007
mul3934,0.9636695634269912,2758.6704471282005
mul3834,0.9590210713110366,2775.7375047648
mul2494,0.9396356947807578,2793.143724417001
mul2444,0.9337721803978084,2737.013906880001
mul4394,0.931500064197146,2746.5897323232007
mul4449,0.9289579007584288,2734.531907715001
mul4494,0.925751511782022,2734.531907715001
mul4444,0.9209598009985,2679.016233600001
mul3434,0.9154524506955594,2702.918957925601
mul1234,0.8839878267471041,2817.9858549240003
mul4242,0.88046214730633,2795.5804766400006
mul2234,0.8774863585699291,2807.8051777884007
mul2244,0.8763065808601072,2795.5804766400006
mul4144,0.8691863794139779,2747.032324920001
